id,category,severity,severity_ordinal,priority_score,hours_since_submission,hours_since_status_change,related_count,assigned,department_id,sla_deadline_hours,is_safety_risk,breach
387,streetlight,MEDIUM,2,43,7.53,7.29,1,1,4,24,0,1
388,water_leakage,HIGH,3,79,16.35,12.0,0,0,5,24,1,1
389,water_leakage,LOW,1,56,26.02,22.1,4,0,5,24,0,1
390,streetlight,LOW,1,56,32.2,5.71,5,0,4,24,0,1
391,other,MEDIUM,2,31,114.91,32.16,0,0,7,72,0,1
392,pothole,MEDIUM,2,36,4.16,1.82,0,0,1,48,0,1
393,streetlight,MEDIUM,2,48,16.22,13.44,1,1,4,24,0,1
394,streetlight,LOW,1,16,36.54,7.08,0,1,4,24,0,1
395,streetlight,LOW,1,56,3.24,3.05,4,1,4,24,0,0
396,other,LOW,1,32,122.14,11.88,2,0,7,72,0,1
397,garbage,MEDIUM,2,34,71.81,66.47,0,1,2,72,0,1
398,pothole,MEDIUM,2,31,47.49,23.32,0,0,1,48,0,1
399,other,MEDIUM,2,31,62.25,6.04,0,1,7,72,0,1
400,pothole,LOW,1,31,34.34,16.8,1,0,1,48,0,1
401,drainage,HIGH,3,74,31.92,14.23,0,1,3,48,1,1
402,garbage,HIGH,3,54,86.5,6.17,0,1,2,72,0,1
403,pothole,HIGH,3,73,70.71,20.09,0,1,1,48,1,1
404,pothole,MEDIUM,2,39,73.78,1.67,0,1,1,48,0,1
405,water_leakage,LOW,1,42,41.01,10.78,3,0,5,24,0,1
406,garbage,LOW,1,17,10.16,6.94,0,1,2,72,0,0
407,drainage,LOW,1,23,62.82,38.75,0,1,3,48,0,1
408,drainage,MEDIUM,2,44,79.24,0.59,1,1,3,48,0,1
409,garbage,LOW,1,48,76.2,54.6,3,1,2,72,0,0
410,drainage,HIGH,3,77,76.04,42.14,0,1,3,48,1,1
411,drainage,MEDIUM,2,35,53.42,32.68,0,1,3,48,0,0
412,pothole,MEDIUM,2,34,79.56,43.06,0,1,1,48,0,1
413,streetlight,HIGH,3,50,29.59,23.34,0,1,4,24,0,1
414,streetlight,MEDIUM,2,61,3.86,1.7,3,1,4,24,0,0
415,drainage,HIGH,3,78,44.52,7.08,0,1,3,48,1,1
416,pothole,LOW,1,15,75.62,9.63,0,0,1,48,0,0
417,other,LOW,1,25,47.74,22.16,0,1,7,72,0,1
418,drainage,MEDIUM,2,35,38.54,37.02,0,1,3,48,0,1
419,drainage,MEDIUM,2,39,59.52,13.68,0,0,3,48,0,1
420,garbage,HIGH,3,80,83.9,48.79,0,1,2,72,1,1
421,garbage,MEDIUM,2,34,77.91,0.61,0,1,2,72,0,0
422,other,MEDIUM,2,37,54.93,20.68,0,0,7,72,0,1
423,water_leakage,HIGH,3,50,17.16,1.76,0,1,5,24,0,1
424,water_leakage,MEDIUM,2,40,12.89,1.39,0,1,5,24,0,1
425,drainage,LOW,1,18,61.44,42.83,0,0,3,48,0,0
426,water_leakage,MEDIUM,2,34,13.81,1.93,0,1,5,24,0,1
427,streetlight,MEDIUM,2,75,31.83,13.99,5,1,4,24,0,1
428,garbage,MEDIUM,2,58,82.73,34.25,3,1,2,72,0,0
429,other,HIGH,3,47,23.48,2.29,0,0,7,72,0,0
430,drainage,MEDIUM,2,51,19.2,4.29,2,1,3,48,0,1
431,water_leakage,LOW,1,40,36.77,11.29,2,1,5,24,0,1
432,garbage,MEDIUM,2,32,112.43,27.48,0,0,2,72,0,1
433,garbage,LOW,1,57,127.94,64.28,5,0,2,72,0,1
434,streetlight,LOW,1,18,42.62,7.52,0,1,4,24,0,0
435,garbage,MEDIUM,2,44,20.53,16.12,1,0,2,72,0,1
436,streetlight,MEDIUM,2,30,20.62,0.1,0,1,4,24,0,0
437,water_leakage,LOW,1,20,29.24,15.04,0,1,5,24,0,1
438,pothole,MEDIUM,2,50,50.86,8.02,2,0,1,48,0,1
439,water_leakage,MEDIUM,2,77,14.59,12.96,5,1,5,24,0,1
440,garbage,LOW,1,17,117.53,58.46,0,0,2,72,0,1
441,pothole,MEDIUM,2,48,14.6,5.35,1,0,1,48,0,1
442,water_leakage,MEDIUM,2,30,25.66,1.15,0,1,5,24,0,0
443,streetlight,MEDIUM,2,48,5.34,1.35,1,0,4,24,0,1
444,drainage,MEDIUM,2,44,8.72,4.54,1,1,3,48,0,0
445,pothole,MEDIUM,2,47,53.37,13.57,1,1,1,48,0,1
446,drainage,HIGH,3,73,84.08,17.18,0,0,3,48,1,1
447,streetlight,LOW,1,49,0.12,0.08,3,1,4,24,0,0
448,pothole,HIGH,3,98,6.48,4.69,3,1,1,48,1,1
449,pothole,LOW,1,20,15.09,0.6,0,1,1,48,0,0
450,pothole,LOW,1,33,65.51,2.2,2,1,1,48,0,1
451,streetlight,CRITICAL,4,91,11.59,8.5,0,1,4,24,1,1
452,drainage,HIGH,3,72,59.61,22.96,0,1,3,48,1,1
453,pothole,CRITICAL,4,100,72.95,4.98,3,1,1,48,1,1
454,streetlight,HIGH,3,68,26.41,20.7,2,1,4,24,0,1
455,pothole,HIGH,3,61,38.08,2.41,1,0,1,48,0,1
456,water_leakage,MEDIUM,2,55,9.68,9.25,2,1,5,24,0,1
457,other,MEDIUM,2,46,62.46,41.45,1,0,7,72,0,1
458,water_leakage,LOW,1,33,27.79,3.77,2,1,5,24,0,1
459,streetlight,LOW,1,21,14.29,3.98,0,1,4,24,0,0
460,garbage,LOW,1,20,57.57,32.99,0,1,2,72,0,1
461,streetlight,MEDIUM,2,31,0.77,0.31,0,1,4,24,0,0
462,water_leakage,MEDIUM,2,43,38.45,13.5,1,1,5,24,0,1
463,pothole,HIGH,3,58,72.95,15.93,1,1,1,48,0,1
464,pothole,LOW,1,19,56.93,0.11,0,1,1,48,0,0
465,drainage,MEDIUM,2,36,3.96,0.65,0,1,3,48,0,1
466,water_leakage,LOW,1,18,5.22,4.45,0,1,5,24,0,0
467,pothole,HIGH,3,60,4.02,2.54,1,0,1,48,0,1
468,water_leakage,LOW,1,24,21.55,11.43,0,1,5,24,0,0
469,water_leakage,HIGH,3,80,39.32,16.6,0,1,5,24,1,1
470,drainage,MEDIUM,2,58,33.23,32.55,3,1,3,48,0,1
471,drainage,CRITICAL,4,64,39.13,5.22,0,1,3,48,0,1
472,water_leakage,HIGH,3,57,30.75,22.45,1,0,5,24,0,1
473,other,LOW,1,25,92.07,70.21,0,1,7,72,0,1
474,pothole,HIGH,3,77,48.58,27.97,3,1,1,48,0,1
475,streetlight,HIGH,3,72,22.58,0.57,0,1,4,24,1,0
476,other,LOW,1,15,108.78,49.72,0,1,7,72,0,1
477,streetlight,LOW,1,39,37.5,17.75,2,1,4,24,0,1
478,water_leakage,HIGH,3,88,34.51,6.9,1,1,5,24,1,1
479,water_leakage,LOW,1,38,32.13,4.87,2,1,5,24,0,0
480,other,MEDIUM,2,33,83.93,54.37,0,1,7,72,0,1
481,garbage,CRITICAL,4,97,9.65,9.29,1,0,2,72,1,1
482,garbage,LOW,1,15,109.64,0.41,0,1,2,72,0,1
483,drainage,MEDIUM,2,55,66.84,30.02,2,1,3,48,0,1
484,pothole,HIGH,3,76,27.46,6.04,0,0,1,48,1,1
485,streetlight,LOW,1,18,9.56,2.04,0,1,4,24,0,0
486,water_leakage,MEDIUM,2,80,43.05,19.77,5,0,5,24,0,1
487,garbage,HIGH,3,100,79.54,44.72,4,1,2,72,1,1
488,water_leakage,MEDIUM,2,46,1.07,0.55,1,1,5,24,0,0
489,pothole,LOW,1,23,56.29,15.38,0,0,1,48,0,1
490,other,LOW,1,32,86.88,55.7,2,1,7,72,0,1
491,other,HIGH,3,61,96.08,31.34,2,0,7,72,0,1
492,drainage,LOW,1,18,6.33,1.13,0,0,3,48,0,0
493,streetlight,MEDIUM,2,38,27.23,10.39,0,1,4,24,0,1
494,other,MEDIUM,2,46,97.97,42.16,1,0,7,72,0,1
495,other,LOW,1,25,11.21,8.58,0,1,7,72,0,1
496,garbage,MEDIUM,2,48,17.68,6.91,1,1,2,72,0,1
497,other,HIGH,3,86,125.11,62.43,1,1,7,72,1,1
498,pothole,LOW,1,44,51.55,25.78,3,1,1,48,0,1
499,other,HIGH,3,88,18.46,3.4,1,0,7,72,1,1
500,pothole,HIGH,3,71,80.56,47.73,0,1,1,48,1,1
501,garbage,MEDIUM,2,31,63.14,20.89,0,1,2,72,0,1
502,pothole,HIGH,3,87,27.46,12.37,1,1,1,48,1,1
503,drainage,CRITICAL,4,72,14.57,4.56,1,1,3,48,0,1
504,garbage,MEDIUM,2,37,42.97,20.62,0,1,2,72,0,0
505,garbage,MEDIUM,2,49,10.62,2.98,2,1,2,72,0,1
506,other,LOW,1,24,9.77,0.18,0,0,7,72,0,0
507,water_leakage,LOW,1,41,1.58,0.41,2,1,5,24,0,0
508,drainage,MEDIUM,2,54,77.02,28.3,2,0,3,48,0,1
509,streetlight,MEDIUM,2,72,0.46,0.11,4,1,4,24,0,1
510,water_leakage,LOW,1,17,6.88,3.9,0,1,5,24,0,0
511,streetlight,CRITICAL,4,95,1.75,1.33,0,0,4,24,1,1
512,drainage,MEDIUM,2,31,79.31,42.31,0,1,3,48,0,0
513,water_leakage,MEDIUM,2,36,11.81,8.77,0,1,5,24,0,0
514,drainage,MEDIUM,2,33,77.61,3.74,0,1,3,48,0,1
515,drainage,HIGH,3,68,29.81,23.63,2,0,3,48,0,1
516,pothole,MEDIUM,2,31,24.26,3.65,0,1,1,48,0,0
517,streetlight,HIGH,3,76,31.12,11.56,0,0,4,24,1,1
518,pothole,LOW,1,17,51.18,6.47,0,1,1,48,0,1
519,drainage,HIGH,3,87,44.64,18.1,4,1,3,48,0,1
520,pothole,LOW,1,21,52.4,22.63,0,0,1,48,0,1
521,water_leakage,HIGH,3,77,7.86,5.18,0,1,5,24,1,1
522,pothole,LOW,1,23,33.3,3.62,0,1,1,48,0,0
523,garbage,MEDIUM,2,38,22.99,20.73,0,1,2,72,0,0
524,pothole,LOW,1,25,56.97,43.3,0,0,1,48,0,1
525,water_leakage,MEDIUM,2,37,37.79,16.74,0,1,5,24,0,0
526,streetlight,MEDIUM,2,52,34.76,21.79,2,1,4,24,0,1
527,streetlight,HIGH,3,70,39.32,2.01,0,1,4,24,1,1
528,pothole,MEDIUM,2,43,10.18,0.07,1,1,1,48,0,0
529,pothole,LOW,1,36,56.3,12.17,2,1,1,48,0,0
530,other,MEDIUM,2,38,26.4,14.57,0,0,7,72,0,1
531,drainage,CRITICAL,4,61,49.91,37.16,0,0,3,48,0,1
532,streetlight,HIGH,3,54,41.01,2.41,0,1,4,24,0,1
533,other,LOW,1,38,50.43,32.07,2,1,7,72,0,0
534,streetlight,LOW,1,29,11.37,4.21,1,1,4,24,0,0
535,water_leakage,LOW,1,30,41.62,1.38,1,0,5,24,0,1
536,garbage,HIGH,3,73,120.63,37.31,0,1,2,72,1,1
537,other,LOW,1,21,31.01,0.01,0,1,7,72,0,0
538,streetlight,MEDIUM,2,46,8.65,0.13,1,1,4,24,0,1
539,water_leakage,HIGH,3,76,15.04,14.49,0,1,5,24,1,1
540,drainage,LOW,1,16,43.74,24.43,0,1,3,48,0,0
541,drainage,HIGH,3,81,70.26,27.59,1,1,3,48,1,1
542,streetlight,MEDIUM,2,36,38.73,20.69,0,0,4,24,0,1
543,garbage,MEDIUM,2,62,29.8,9.41,4,1,2,72,0,0
544,drainage,LOW,1,33,8.04,5.41,2,0,3,48,0,1
545,drainage,LOW,1,26,49.57,8.77,1,1,3,48,0,1
546,garbage,LOW,1,24,31.37,8.33,0,1,2,72,0,0
547,pothole,LOW,1,23,6.78,6.48,0,0,1,48,0,0
548,streetlight,MEDIUM,2,50,13.63,12.24,2,1,4,24,0,1
549,water_leakage,LOW,1,22,9.59,5.53,0,1,5,24,0,0
550,pothole,MEDIUM,2,38,34.02,23.35,0,1,1,48,0,1
551,other,LOW,1,19,87.36,27.32,0,1,7,72,0,1
552,drainage,LOW,1,18,40.72,24.97,0,1,3,48,0,1
553,drainage,MEDIUM,2,40,34.61,15.6,0,1,3,48,0,1
554,pothole,MEDIUM,2,48,69.47,26.66,2,0,1,48,0,1
555,pothole,LOW,1,36,43.17,42.97,2,1,1,48,0,0
556,drainage,LOW,1,18,74.17,2.29,0,0,3,48,0,0
557,streetlight,HIGH,3,74,4.16,3.1,0,1,4,24,1,1
558,streetlight,LOW,1,25,37.47,23.11,0,1,4,24,0,0
559,drainage,MEDIUM,2,44,58.16,23.4,1,1,3,48,0,1
560,streetlight,MEDIUM,2,56,6.26,1.05,2,1,4,24,0,0
561,streetlight,HIGH,3,74,3.08,0.5,0,1,4,24,1,1
562,streetlight,LOW,1,22,19.22,16.58,0,1,4,24,0,1
563,garbage,HIGH,3,48,16.21,3.8,0,1,2,72,0,1
564,pothole,LOW,1,23,80.94,22.71,0,1,1,48,0,0
565,pothole,LOW,1,42,53.4,4.05,3,1,1,48,0,1
566,drainage,MEDIUM,2,35,10.92,5.75,0,0,3,48,0,0
567,drainage,HIGH,3,100,40.37,35.15,3,1,3,48,1,1
568,water_leakage,MEDIUM,2,38,32.35,21.06,0,1,5,24,0,1
569,drainage,MEDIUM,2,32,19.62,1.76,0,1,3,48,0,1
570,pothole,MEDIUM,2,37,65.52,6.54,0,1,1,48,0,0
571,streetlight,LOW,1,23,33.09,19.15,0,1,4,24,0,1
572,streetlight,HIGH,3,56,18.88,4.72,1,1,4,24,0,1
573,streetlight,MEDIUM,2,42,22.32,17.85,1,1,4,24,0,1
574,other,MEDIUM,2,31,34.84,6.55,0,0,7,72,0,1
575,water_leakage,MEDIUM,2,38,30.26,11.81,0,0,5,24,0,1
576,pothole,LOW,1,15,10.8,4.74,0,0,1,48,0,0
577,drainage,MEDIUM,2,30,67.89,23.92,0,1,3,48,0,1
578,garbage,LOW,1,19,100.52,5.14,0,0,2,72,0,0
579,pothole,LOW,1,23,66.37,11.95,1,1,1,48,0,1
580,other,HIGH,3,75,67.54,66.33,0,1,7,72,1,1
581,other,LOW,1,18,121.49,37.51,0,1,7,72,0,1
582,pothole,HIGH,3,82,18.82,2.12,1,1,1,48,1,1
583,streetlight,HIGH,3,83,0.39,0.02,1,1,4,24,1,0
584,garbage,LOW,1,49,11.85,7.33,3,1,2,72,0,1
585,drainage,MEDIUM,2,38,60.59,37.99,0,0,3,48,0,1
586,drainage,HIGH,3,78,37.91,7.31,1,1,3,48,1,1
587,streetlight,MEDIUM,2,35,23.45,11.49,0,1,4,24,0,0
588,drainage,HIGH,3,74,51.73,41.31,0,1,3,48,1,1
589,streetlight,LOW,1,20,27.56,9.1,0,0,4,24,0,0
590,garbage,LOW,1,41,8.21,7.94,2,0,2,72,0,0
591,water_leakage,LOW,1,25,12.23,5.01,0,0,5,24,0,1
592,garbage,LOW,1,25,4.05,0.43,0,0,2,72,0,0
593,other,MEDIUM,2,31,80.87,42.5,0,0,7,72,0,1
594,garbage,MEDIUM,2,35,120.32,59.91,0,1,2,72,0,1
595,streetlight,HIGH,3,57,34.31,1.4,1,1,4,24,0,1
596,garbage,CRITICAL,4,88,12.59,9.13,0,0,2,72,1,1
597,garbage,MEDIUM,2,48,72.34,53.72,1,1,2,72,0,1
598,other,MEDIUM,2,40,13.49,10.69,0,1,7,72,0,1
599,water_leakage,MEDIUM,2,75,15.22,4.8,5,1,5,24,0,1
600,other,MEDIUM,2,38,94.07,43.81,0,0,7,72,0,1
601,drainage,MEDIUM,2,34,39.09,37.52,0,0,3,48,0,1
602,water_leakage,LOW,1,60,38.46,0.16,5,0,5,24,0,1
603,other,HIGH,3,77,119.12,36.81,0,1,7,72,1,1
604,garbage,LOW,1,24,115.3,17.99,0,1,2,72,0,1
605,garbage,MEDIUM,2,39,93.78,57.09,0,1,2,72,0,0
606,pothole,MEDIUM,2,30,25.95,18.97,0,0,1,48,0,0
607,drainage,LOW,1,34,70.6,19.99,2,1,3,48,0,0
608,water_leakage,HIGH,3,79,27.38,15.17,0,1,5,24,1,1
609,water_leakage,MEDIUM,2,79,6.62,4.46,5,1,5,24,0,1
610,pothole,LOW,1,24,25.04,9.87,0,0,1,48,0,0
611,water_leakage,MEDIUM,2,40,3.68,1.84,1,0,5,24,0,1
612,garbage,MEDIUM,2,41,84.53,14.12,1,1,2,72,0,1
613,drainage,HIGH,3,75,27.94,25.82,0,1,3,48,1,1
614,drainage,MEDIUM,2,77,2.09,0.64,5,1,3,48,0,0
615,streetlight,LOW,1,16,35.35,4.79,0,1,4,24,0,1
616,pothole,LOW,1,36,53.65,7.09,2,0,1,48,0,1
617,pothole,LOW,1,31,40.71,13.51,1,0,1,48,0,1
618,drainage,MEDIUM,2,44,53.83,47.63,1,1,3,48,0,1
619,other,MEDIUM,2,34,33.11,1.99,0,1,7,72,0,1
620,other,CRITICAL,4,94,8.63,5.7,1,1,7,72,1,1
621,other,MEDIUM,2,45,126.98,36.61,1,1,7,72,0,0
622,water_leakage,LOW,1,15,8.59,8.31,0,1,5,24,0,1
623,water_leakage,LOW,1,20,21.17,15.76,0,1,5,24,0,0
624,garbage,CRITICAL,4,85,126.82,19.86,0,0,2,72,1,1
625,drainage,LOW,1,23,29.53,11.6,0,1,3,48,0,0
626,water_leakage,HIGH,3,79,29.66,10.02,0,1,5,24,1,1
627,water_leakage,LOW,1,25,28.19,13.94,1,0,5,24,0,1
628,other,HIGH,3,78,117.88,30.96,3,1,7,72,0,1
629,drainage,LOW,1,17,46.05,33.13,0,1,3,48,0,0
630,drainage,HIGH,3,49,35.77,14.71,0,1,3,48,0,1
631,garbage,LOW,1,32,23.94,18.26,1,0,2,72,0,0
632,water_leakage,LOW,1,31,29.69,8.62,1,1,5,24,0,0
633,streetlight,MEDIUM,2,33,16.16,13.77,0,0,4,24,0,1
634,streetlight,HIGH,3,48,0.65,0.18,0,1,4,24,0,1
635,streetlight,HIGH,3,70,21.17,6.88,0,0,4,24,1,1
636,streetlight,MEDIUM,2,40,17.03,15.99,0,1,4,24,0,0
637,pothole,MEDIUM,2,38,39.02,32.27,0,1,1,48,0,1
638,other,LOW,1,54,50.21,38.42,4,0,7,72,0,1
639,drainage,HIGH,3,47,24.7,4.11,0,1,3,48,0,1
640,other,MEDIUM,2,46,93.66,8.15,1,1,7,72,0,1
641,streetlight,LOW,1,38,1.08,0.49,2,1,4,24,0,1
642,drainage,MEDIUM,2,39,78.38,38.23,1,0,3,48,0,1
643,other,MEDIUM,2,40,67.89,26.07,1,1,7,72,0,1
644,streetlight,LOW,1,33,7.38,2.47,2,1,4,24,0,0
645,garbage,HIGH,3,80,6.65,2.05,1,1,2,72,1,1
646,garbage,CRITICAL,4,85,0.46,0.35,0,1,2,72,1,1
647,streetlight,LOW,1,24,25.44,11.42,0,0,4,24,0,1
648,water_leakage,LOW,1,15,27.16,19.68,0,0,5,24,0,1
649,pothole,LOW,1,24,2.8,1.62,1,1,1,48,0,1
650,streetlight,CRITICAL,4,100,6.97,1.98,1,1,4,24,1,1
651,streetlight,MEDIUM,2,44,15.56,0.56,1,1,4,24,0,0
652,streetlight,HIGH,3,76,2.8,1.32,0,1,4,24,1,1
653,other,LOW,1,48,7.54,4.31,4,1,7,72,0,0
654,other,MEDIUM,2,34,102.15,50.89,0,1,7,72,0,1
655,water_leakage,MEDIUM,2,37,5.6,3.15,0,1,5,24,0,0
656,water_leakage,LOW,1,16,12.55,2.43,0,1,5,24,0,0
657,garbage,HIGH,3,45,129.47,29.81,0,1,2,72,0,1
658,other,LOW,1,15,102.41,22.16,0,1,7,72,0,1
659,drainage,LOW,1,20,62.59,29.57,0,0,3,48,0,0
660,other,MEDIUM,2,37,61.5,2.19,0,0,7,72,0,0
661,water_leakage,HIGH,3,100,19.98,16.27,3,0,5,24,1,1
662,drainage,MEDIUM,2,35,1.62,0.93,0,1,3,48,0,1
663,garbage,LOW,1,32,4.04,3.97,1,1,2,72,0,0
664,garbage,MEDIUM,2,38,112.05,54.11,1,1,2,72,0,1
665,pothole,MEDIUM,2,66,20.53,9.28,4,0,1,48,0,1
666,drainage,HIGH,3,78,67.2,43.84,0,0,3,48,1,1
667,drainage,HIGH,3,61,63.28,25.13,1,0,3,48,0,1
668,garbage,LOW,1,35,4.74,1.84,2,0,2,72,0,0
669,other,HIGH,3,65,113.0,24.0,2,0,7,72,0,1
670,drainage,MEDIUM,2,37,18.13,3.64,0,1,3,48,0,0
671,drainage,LOW,1,26,23.64,0.36,1,1,3,48,0,0
672,water_leakage,LOW,1,16,6.12,4.31,0,0,5,24,0,1
673,drainage,MEDIUM,2,60,4.38,0.13,3,0,3,48,0,1
674,streetlight,MEDIUM,2,45,30.44,21.39,1,1,4,24,0,1
675,drainage,LOW,1,38,17.12,12.98,2,0,3,48,0,1
676,pothole,HIGH,3,52,79.46,22.48,0,1,1,48,0,1
677,garbage,LOW,1,25,116.08,18.58,0,0,2,72,0,1
678,drainage,MEDIUM,2,32,2.61,1.24,0,1,3,48,0,1
679,drainage,MEDIUM,2,51,11.01,1.13,2,1,3,48,0,0
680,pothole,HIGH,3,77,46.03,18.45,0,1,1,48,1,1
681,drainage,LOW,1,60,59.97,20.7,5,1,3,48,0,1
682,garbage,LOW,1,24,86.78,53.23,1,1,2,72,0,0
683,streetlight,LOW,1,24,4.22,1.88,0,1,4,24,0,1
684,water_leakage,HIGH,3,62,16.37,8.09,1,0,5,24,0,1
685,other,HIGH,3,52,98.12,47.58,0,0,7,72,0,1
686,other,HIGH,3,58,38.85,30.86,1,1,7,72,0,0
687,water_leakage,LOW,1,20,42.61,9.7,0,0,5,24,0,0
688,pothole,LOW,1,15,48.39,46.98,0,0,1,48,0,1
689,other,MEDIUM,2,33,81.03,51.25,0,1,7,72,0,1
690,streetlight,LOW,1,19,23.99,20.23,0,1,4,24,0,0
691,other,LOW,1,25,1.5,0.97,0,1,7,72,0,0
692,garbage,LOW,1,24,83.23,29.94,0,1,2,72,0,0
693,water_leakage,LOW,1,17,22.01,12.15,0,1,5,24,0,1
694,pothole,MEDIUM,2,38,73.16,11.36,0,1,1,48,0,1
695,pothole,CRITICAL,4,62,49.09,33.83,0,1,1,48,0,1
696,water_leakage,CRITICAL,4,61,42.49,18.69,0,0,5,24,0,1
697,other,MEDIUM,2,42,124.47,5.62,1,1,7,72,0,1
698,drainage,MEDIUM,2,59,0.93,0.42,3,1,3,48,0,0
699,drainage,LOW,1,32,3.05,2.82,1,1,3,48,0,0
700,other,MEDIUM,2,79,21.91,1.13,5,1,7,72,0,1
701,streetlight,LOW,1,19,21.84,18.6,0,0,4,24,0,1
702,drainage,LOW,1,22,9.64,1.68,0,0,3,48,0,1
703,garbage,LOW,1,28,90.82,34.91,1,1,2,72,0,0
704,garbage,MEDIUM,2,44,106.5,60.31,1,1,2,72,0,1
705,streetlight,MEDIUM,2,50,7.23,4.18,2,0,4,24,0,0
706,pothole,LOW,1,23,40.09,19.09,0,1,1,48,0,1
707,other,MEDIUM,2,53,61.51,8.93,2,0,7,72,0,1
708,drainage,CRITICAL,4,90,59.0,1.97,3,1,3,48,0,1
709,other,HIGH,3,80,43.41,11.59,0,1,7,72,1,1
710,other,MEDIUM,2,43,99.86,37.44,1,1,7,72,0,1
711,other,LOW,1,20,8.81,3.62,0,1,7,72,0,0
712,drainage,LOW,1,18,2.94,1.82,0,1,3,48,0,0
713,other,LOW,1,33,124.13,6.22,1,1,7,72,0,0
714,garbage,HIGH,3,49,90.16,18.24,0,1,2,72,0,1
715,other,HIGH,3,51,99.78,23.29,0,0,7,72,0,1
716,pothole,LOW,1,18,70.23,8.54,0,1,1,48,0,0
717,garbage,MEDIUM,2,31,14.05,7.6,0,1,2,72,0,0
718,other,LOW,1,23,4.52,0.32,1,1,7,72,0,0
719,garbage,MEDIUM,2,35,0.11,0.0,0,0,2,72,0,0
720,water_leakage,LOW,1,16,30.57,18.5,0,1,5,24,0,0
721,pothole,MEDIUM,2,35,59.55,37.43,0,1,1,48,0,1
722,drainage,MEDIUM,2,35,54.63,46.02,0,1,3,48,0,1
723,streetlight,HIGH,3,49,12.53,2.54,0,1,4,24,0,1
724,pothole,MEDIUM,2,40,31.04,2.63,1,1,1,48,0,1
725,pothole,MEDIUM,2,34,51.23,23.48,0,1,1,48,0,1
726,streetlight,CRITICAL,4,88,0.71,0.24,0,1,4,24,1,1
727,other,MEDIUM,2,33,121.84,62.65,0,1,7,72,0,0
728,pothole,MEDIUM,2,57,42.24,0.81,3,1,1,48,0,1
729,garbage,LOW,1,40,81.99,65.14,2,0,2,72,0,1
730,water_leakage,LOW,1,16,35.31,2.74,0,1,5,24,0,0
731,streetlight,LOW,1,25,36.11,17.71,0,0,4,24,0,1
732,garbage,LOW,1,16,125.02,15.35,0,0,2,72,0,1
733,garbage,HIGH,3,72,21.78,8.06,0,0,2,72,1,1
734,other,MEDIUM,2,32,100.78,1.13,0,0,7,72,0,1
735,other,MEDIUM,2,48,114.94,29.97,2,1,7,72,0,1
736,other,LOW,1,24,58.37,13.97,0,1,7,72,0,1
737,streetlight,MEDIUM,2,38,3.8,3.14,0,1,4,24,0,1
738,pothole,CRITICAL,4,100,84.39,29.71,2,1,1,48,1,1
739,other,LOW,1,22,6.88,0.77,0,1,7,72,0,0
740,garbage,MEDIUM,2,35,5.59,3.6,0,1,2,72,0,0
741,streetlight,LOW,1,22,31.99,22.2,0,1,4,24,0,1
742,pothole,HIGH,3,50,62.33,28.45,0,0,1,48,0,1
743,pothole,LOW,1,34,8.47,6.25,2,1,1,48,0,1
744,water_leakage,MEDIUM,2,60,38.47,3.48,3,1,5,24,0,1
745,streetlight,MEDIUM,2,39,27.3,23.41,0,0,4,24,0,1
746,garbage,LOW,1,27,60.33,25.23,1,0,2,72,0,1
747,other,CRITICAL,4,93,117.36,41.62,0,0,7,72,1,1
748,garbage,MEDIUM,2,41,108.47,20.1,1,1,2,72,0,1
749,streetlight,MEDIUM,2,30,38.53,14.2,0,1,4,24,0,1
750,pothole,LOW,1,22,40.66,31.25,0,1,1,48,0,0
751,other,HIGH,3,48,58.64,14.1,0,0,7,72,0,1
752,drainage,LOW,1,30,86.31,0.76,1,0,3,48,0,0
753,other,MEDIUM,2,32,126.54,33.39,0,1,7,72,0,0
754,drainage,MEDIUM,2,43,60.82,0.07,1,1,3,48,0,1
755,drainage,MEDIUM,2,40,23.31,22.05,0,1,3,48,0,1
756,drainage,MEDIUM,2,39,4.74,4.48,1,1,3,48,0,0
757,streetlight,MEDIUM,2,33,15.79,2.77,0,0,4,24,0,1
758,drainage,LOW,1,42,9.81,4.69,3,1,3,48,0,0
759,garbage,LOW,1,20,116.37,36.26,0,0,2,72,0,1
760,streetlight,MEDIUM,2,34,35.84,11.28,0,1,4,24,0,1
761,drainage,HIGH,3,76,81.68,38.82,3,0,3,48,0,1
762,streetlight,HIGH,3,52,12.46,11.92,0,0,4,24,0,1
763,garbage,MEDIUM,2,64,81.29,21.11,4,1,2,72,0,1
764,streetlight,MEDIUM,2,33,27.85,7.0,0,1,4,24,0,0
765,water_leakage,MEDIUM,2,47,17.79,6.1,1,1,5,24,0,0
766,water_leakage,HIGH,3,74,19.24,5.85,0,1,5,24,1,1
767,drainage,CRITICAL,4,87,66.51,2.27,0,1,3,48,1,1
768,drainage,LOW,1,41,15.15,10.73,3,1,3,48,0,1
769,pothole,CRITICAL,4,70,49.64,21.16,0,0,1,48,0,1
770,drainage,LOW,1,15,38.74,37.79,0,0,3,48,0,1
771,streetlight,HIGH,3,78,40.94,22.27,0,1,4,24,1,1
772,other,LOW,1,33,116.12,69.81,1,1,7,72,0,1
773,water_leakage,MEDIUM,2,30,39.84,8.13,0,1,5,24,0,1
774,water_leakage,LOW,1,20,1.07,0.66,0,1,5,24,0,1
775,other,LOW,1,24,68.23,53.3,1,0,7,72,0,1
776,streetlight,MEDIUM,2,39,41.37,23.42,0,1,4,24,0,1
